anio,establecimiento,rbd,prueba,promedio
2026,"Instituto Cecal Sur
Rama",22545-363,M1,493.3
2026,"Instituto Cecal Sur
Rama",22545-363,M2,366.0
2026,"Instituto Cecal Sur
Rama",22545-363,Historia,425.0
2026,"Instituto Cecal Sur
Rama",22545-363,Ciencias,400.7
2026,"Instituto Cecal Sur
Rama",22545-363,Obligatoria,511.7
2026,"Centro De Educación Integral De Adultos Nuevo Horiz
Rama",22549-363,Lenguaje,590.0
2026,"Centro De Educación Integral De Adultos Nuevo Horiz
Rama",22549-363,M1,538.5
2026,"Centro De Educación Integral De Adultos Nuevo Horiz
Rama",22549-363,M2,366.0
2026,"Centro De Educación Integral De Adultos Nuevo Horiz
Rama",22549-363,Historia,387.0
2026,"Centro De Educación Integral De Adultos Nuevo Horiz
Rama",22549-363,Ciencias,420.0
2026,"Centro De Educación Integral De Adultos Nuevo Horiz
Rama",22549-363,Obligatoria,610.5
2026,"Liceo Tecnico Profesional Gabriela Mistral
Rama",22551-363,Lenguaje,536.3
2026,"Liceo Tecnico Profesional Gabriela Mistral
Rama",22551-363,M1,540.2
2026,"Liceo Tecnico Profesional Gabriela Mistral
Rama",22551-363,M2,385.0
2026,"Liceo Tecnico Profesional Gabriela Mistral
Rama",22551-363,Historia,461.5
2026,"Liceo Tecnico Profesional Gabriela Mistral
Rama",22551-363,Ciencias,369.8
2026,"Liceo Tecnico Profesional Gabriela Mistral
Rama",22551-363,Obligatoria,538.3
2026,"Instituto Técnico Forjadores De Alerce
Rama",22553-610,Lenguaje,514.4
2026,"Instituto Técnico Forjadores De Alerce
Rama",22553-610,M1,508.3
2026,"Instituto Técnico Forjadores De Alerce
Rama",22553-610,M2,423.5
2026,"Instituto Técnico Forjadores De Alerce
Rama",22553-610,Historia,448.0
2026,"Instituto Técnico Forjadores De Alerce
Rama",22553-610,Ciencias,375.7
2026,"Instituto Técnico Forjadores De Alerce
Rama",22553-610,Obligatoria,511.3
2026,"Liceo Bicentenario Adolfo Matthei
Rama",22564-710,Lenguaje,568.5
2026,"Liceo Bicentenario Adolfo Matthei
Rama",22564-710,M1,583.3
2026,"Liceo Bicentenario Adolfo Matthei
Rama",22564-710,M2,396.2
2026,"Liceo Bicentenario Adolfo Matthei
Rama",22564-710,Historia,485.7
2026,"Liceo Bicentenario Adolfo Matthei
Rama",22564-710,Ciencias,421.8
2026,"Liceo Bicentenario Adolfo Matthei
Rama",22564-710,Obligatoria,577.0
2026,"Saint Paul College
Rama",22602-310,Lenguaje,619.1
2026,"Saint Paul College
Rama",22602-310,M1,611.3
2026,"Saint Paul College
Rama",22602-310,M2,450.7
2026,"Saint Paul College
Rama",22602-310,Historia,474.1
2026,"Saint Paul College
Rama",22602-310,Ciencias,455.9
2026,"Saint Paul College
Rama",22602-310,Obligatoria,615.2
2026,"Colegio Chileno Norteamericano
Rama",22609-310,Lenguaje,624.5
2026,"Colegio Chileno Norteamericano
Rama",22609-310,M1,625.3
2026,"Colegio Chileno Norteamericano
Rama",22609-310,M2,399.8
2026,"Colegio Chileno Norteamericano
Rama",22609-310,Historia,511.8
2026,"Colegio Chileno Norteamericano
Rama",22609-310,Ciencias,463.4
2026,"Colegio Chileno Norteamericano
Rama",22609-310,Obligatoria,626.2
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-310,Lenguaje,589.0
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-310,M1,550.3
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-310,M2,399.3
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-310,Historia,547.3
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-310,Ciencias,409.3
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-310,Obligatoria,569.7
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-510,Lenguaje,539.7
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-510,M1,526.7
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-510,M2,456.0
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-510,Historia,438.8
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-510,Ciencias,408.6
2026,"Instituto Bicentenario De Excelencia Politecnico
Rama",22626-510,Obligatoria,538.8
2026,"Hampton College
Rama",22627-310,Lenguaje,635.8
2026,"Hampton College
Rama",22627-310,M1,657.3
2026,"Hampton College
Rama",22627-310,M2,435.3
2026,"Hampton College
Rama",22627-310,Historia,540.5
2026,"Hampton College
Rama",22627-310,Ciencias,465.8
2026,"Hampton College
Rama",22627-310,Obligatoria,646.5
2026,"Colegio Los Conquistadores
Rama",22629-310,Lenguaje,632.5
2026,"Colegio Los Conquistadores
Rama",22629-310,M1,652.8
2026,"Colegio Los Conquistadores
Rama",22629-310,M2,410.1
2026,"Colegio Los Conquistadores
Rama",22629-310,Historia,516.6
2026,"Colegio Los Conquistadores
Rama",22629-310,Ciencias,495.1
2026,"Colegio Los Conquistadores
Rama",22629-310,Obligatoria,642.6
2026,Liceo Tec,22633-363,Lenguaje,425.2
2026,Liceo Tec,22633-363,M1,443.7
2026,Liceo Tec,22633-363,M2,0.0
2026,Liceo Tec,22633-363,Historia,426.2
2026,Liceo Tec,22633-363,Ciencias,359.9
2026,Liceo Tec,22633-363,Obligatoria,434.5
2026,Liceo Tec,22633-563,Lenguaje,520.0
2026,Liceo Tec,22633-563,M1,472.0
2026,Liceo Tec,22633-563,M2,0.0
2026,Liceo Tec,22633-563,Historia,503.5
2026,Liceo Tec,22633-563,Ciencias,387.3
2026,Liceo Tec,22633-563,Obligatoria,496.0
2026,"Instituto Principe De Asturias
Rama",22634-310,Lenguaje,614.7
2026,"Instituto Principe De Asturias
Rama",22634-310,M1,610.6
2026,"Instituto Principe De Asturias
Rama",22634-310,M2,425.4
2026,"Instituto Principe De Asturias
Rama",22634-310,Historia,501.5
2026,"Instituto Principe De Asturias
Rama",22634-310,Ciencias,448.1
2026,"Instituto Principe De Asturias
Rama",22634-310,Obligatoria,612.7
2026,"Colegio Sagrada Familia
Rama",22641-310,Lenguaje,598.7
2026,"Colegio Sagrada Familia
Rama",22641-310,M1,610.9
2026,"Colegio Sagrada Familia
Rama",22641-310,M2,404.0
2026,"Colegio Sagrada Familia
Rama",22641-310,Historia,488.9
2026,"Colegio Sagrada Familia
Rama",22641-310,Ciencias,416.7
2026,"Colegio Sagrada Familia
Rama",22641-310,Obligatoria,604.8
2026,"Liceo Carelmapu
Rama",22655-310,Lenguaje,520.3
2026,"Liceo Carelmapu
Rama",22655-310,M1,534.6
2026,"Liceo Carelmapu
Rama",22655-310,M2,382.1
2026,"Liceo Carelmapu
Rama",22655-310,Historia,420.2
2026,"Liceo Carelmapu
Rama",22655-310,Ciencias,403.0
2026,"Liceo Carelmapu
Rama",22655-310,Obligatoria,528.7
2026,"Liceo Politecnico Mirasol
Rama",22664-610,Lenguaje,531.0
2026,"Liceo Politecnico Mirasol
Rama",22664-610,M1,536.5
2026,"Liceo Politecnico Mirasol
Rama",22664-610,M2,388.3
2026,"Liceo Politecnico Mirasol
Rama",22664-610,Historia,434.1
2026,"Liceo Politecnico Mirasol
Rama",22664-610,Ciencias,399.2
2026,"Liceo Politecnico Mirasol
Rama",22664-610,Obligatoria,534.7
2026,Liceo Francisco Hernandez Ortiz,22691-310,Lenguaje,541.5
2026,Liceo Francisco Hernandez Ortiz,22691-310,M1,570.6
2026,Liceo Francisco Hernandez Ortiz,22691-310,M2,389.7
2026,Liceo Francisco Hernandez Ortiz,22691-310,Historia,430.3
2026,Liceo Francisco Hernandez Ortiz,22691-310,Ciencias,412.7
2026,Liceo Francisco Hernandez Ortiz,22691-310,Obligatoria,556.7
2026,"Patagonia College
Rama",22692-310,Lenguaje,678.1
2026,"Patagonia College
Rama",22692-310,M1,732.2
2026,"Patagonia College
Rama",22692-310,M2,458.1
2026,"Patagonia College
Rama",22692-310,Historia,589.4
2026,"Patagonia College
Rama",22692-310,Ciencias,558.2
2026,"Patagonia College
Rama",22692-310,Obligatoria,705.2
2026,"Colegio Gilgal
Rama",22707-363,Lenguaje,455.0
2026,"Colegio Gilgal
Rama",22707-363,M1,486.0
2026,"Colegio Gilgal
Rama",22707-363,M2,0.0
2026,"Colegio Gilgal
Rama",22707-363,Historia,0.0
2026,"Colegio Gilgal
Rama",22707-363,Ciencias,0.0
2026,"Colegio Gilgal
Rama",22707-363,Obligatoria,470.5
2026,"Garden College
Rama",22743-310,Lenguaje,516.8
2026,"Garden College
Rama",22743-310,M1,504.5
2026,"Garden College
Rama",22743-310,M2,310.0
2026,"Garden College
Rama",22743-310,Historia,465.8
2026,"Garden College
Rama",22743-310,Ciencias,382.0
2026,"Garden College
Rama",22743-310,Obligatoria,510.6
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-610,Lenguaje,545.0
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-610,M1,570.8
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-610,M2,364.8
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-610,Historia,429.9
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-610,Ciencias,404.3
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-610,Obligatoria,563.3
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-710,Lenguaje,515.1
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-710,M1,535.5
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-710,M2,377.3
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-710,Historia,414.9
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-710,Ciencias,390.6
2026,"Liceo Bicentenario De Excelencia Agricola Tecnologi
Rama",22752-710,Obligatoria,525.7
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-410,Lenguaje,511.5
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-410,M1,499.0
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-410,M2,392.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-410,Historia,434.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-410,Ciencias,384.9
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-410,Obligatoria,506.1
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-510,Lenguaje,482.6
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-510,M1,517.6
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-510,M2,378.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-510,Historia,394.4
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-510,Ciencias,394.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-510,Obligatoria,495.6
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-610,Lenguaje,460.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-610,M1,467.0
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-610,M2,372.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-610,Historia,447.5
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-610,Ciencias,387.4
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-610,Obligatoria,463.7
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-710,Lenguaje,492.3
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-710,M1,486.7
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-710,M2,379.5
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-710,Historia,500.0
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-710,Ciencias,376.0
2026,"Liceo Tecnico Profesional De Rio Bueno
Rama",22755-710,Obligatoria,489.5
2026,"Liceo Bicentenario Complejo Educacional Ignao
Rama",22758-710,Lenguaje,483.7
2026,"Liceo Bicentenario Complejo Educacional Ignao
Rama",22758-710,M1,499.5
2026,"Liceo Bicentenario Complejo Educacional Ignao
Rama",22758-710,M2,366.6
2026,"Liceo Bicentenario Complejo Educacional Ignao
Rama",22758-710,Historia,411.8
2026,"Liceo Bicentenario Complejo Educacional Ignao
Rama",22758-710,Ciencias,372.5
2026,"Liceo Bicentenario Complejo Educacional Ignao
Rama",22758-710,Obligatoria,491.6
2026,"Master College
Rama",22759-310,Lenguaje,599.9
2026,"Master College
Rama",22759-310,M1,634.5
2026,"Master College
Rama",22759-310,M2,403.4
2026,"Master College
Rama",22759-310,Historia,487.6
2026,"Master College
Rama",22759-310,Ciencias,488.1
2026,"Master College
Rama",22759-310,Obligatoria,620.3
2026,"Liceo Mater Populi Dei
Rama",31002-310,Lenguaje,534.2
2026,"Liceo Mater Populi Dei
Rama",31002-310,M1,580.0
2026,"Liceo Mater Populi Dei
Rama",31002-310,M2,430.4
2026,"Liceo Mater Populi Dei
Rama",31002-310,Historia,460.5
2026,"Liceo Mater Populi Dei
Rama",31002-310,Ciencias,428.0
2026,"Liceo Mater Populi Dei
Rama",31002-310,Obligatoria,551.7
2026,Col,31005-310,Lenguaje,504.9
2026,Col,31005-310,M1,549.4
2026,Col,31005-310,M2,366.0
2026,Col,31005-310,Historia,429.2
2026,Col,31005-310,Ciencias,415.3
2026,Col,31005-310,Obligatoria,527.1
2026,"Liceo Bicentenario Ciudad De Los Rios Valdivi
Rama",31010-310,Lenguaje,626.1
2026,"Liceo Bicentenario Ciudad De Los Rios Valdivi
Rama",31010-310,M1,623.7
2026,"Liceo Bicentenario Ciudad De Los Rios Valdivi
Rama",31010-310,M2,435.3
2026,"Liceo Bicentenario Ciudad De Los Rios Valdivi
Rama",31010-310,Historia,496.0
2026,"Liceo Bicentenario Ciudad De Los Rios Valdivi
Rama",31010-310,Ciencias,452.6
2026,"Liceo Bicentenario Ciudad De Los Rios Valdivi
Rama",31010-310,Obligatoria,624.9
2026,"Instituto Bicentenario De Excelencia Chile Asia Pac
Rama",31012-310,Lenguaje,546.9
2026,"Instituto Bicentenario De Excelencia Chile Asia Pac
Rama",31012-310,M1,547.8
2026,"Instituto Bicentenario De Excelencia Chile Asia Pac
Rama",31012-310,M2,349.7
2026,"Instituto Bicentenario De Excelencia Chile Asia Pac
Rama",31012-310,Historia,458.2
2026,"Instituto Bicentenario De Excelencia Chile Asia Pac
Rama",31012-310,Ciencias,412.0
2026,"Instituto Bicentenario De Excelencia Chile Asia Pac
Rama",31012-310,Obligatoria,547.3
2026,"Liceo Tecnologico Coñaripe
Rama",40102-510,Lenguaje,457.0
2026,"Liceo Tecnologico Coñaripe
Rama",40102-510,M1,571.5
2026,"Liceo Tecnologico Coñaripe
Rama",40102-510,M2,396.0
2026,"Liceo Tecnologico Coñaripe
Rama",40102-510,Historia,402.0
2026,"Liceo Tecnologico Coñaripe
Rama",40102-510,Ciencias,410.0
2026,"Liceo Tecnologico Coñaripe
Rama",40102-510,Obligatoria,511.7
2026,"Liceo Tecnologico Coñaripe
Rama",40102-610,Lenguaje,480.9
2026,"Liceo Tecnologico Coñaripe
Rama",40102-610,M1,523.3
2026,"Liceo Tecnologico Coñaripe
Rama",40102-610,M2,445.5
2026,"Liceo Tecnologico Coñaripe
Rama",40102-610,Historia,429.4
2026,"Liceo Tecnologico Coñaripe
Rama",40102-610,Ciencias,456.5
2026,"Liceo Tecnologico Coñaripe
Rama",40102-610,Obligatoria,512.1
2026,"Colegio Tecnico Naciones Unidas
Rama",40256-310,Lenguaje,633.4
2026,"Colegio Tecnico Naciones Unidas
Rama",40256-310,M1,607.3
2026,"Colegio Tecnico Naciones Unidas
Rama",40256-310,M2,396.2
2026,"Colegio Tecnico Naciones Unidas
Rama",40256-310,Historia,506.6
2026,"Colegio Tecnico Naciones Unidas
Rama",40256-310,Ciencias,461.0
2026,"Colegio Tecnico Naciones Unidas
Rama",40256-310,Obligatoria,620.4
2026,"Colegio Andalue
Rama",40284-310,Lenguaje,610.1
2026,"Colegio Andalue
Rama",40284-310,M1,620.3
2026,"Colegio Andalue
Rama",40284-310,M2,405.1
2026,"Colegio Andalue
Rama",40284-310,Historia,486.1
2026,"Colegio Andalue
Rama",40284-310,Ciencias,470.5
2026,"Colegio Andalue
Rama",40284-310,Obligatoria,615.2
2026,"Colegio San Francisco De Asis De Osorno
Rama",40288-363,Lenguaje,489.5
2026,"Colegio San Francisco De Asis De Osorno
Rama",40288-363,M1,577.0
2026,"Colegio San Francisco De Asis De Osorno
Rama",40288-363,M2,330.0
2026,"Colegio San Francisco De Asis De Osorno
Rama",40288-363,Historia,0.0
2026,"Colegio San Francisco De Asis De Osorno
Rama",40288-363,Ciencias,416.0
2026,"Colegio San Francisco De Asis De Osorno
Rama",40288-363,Obligatoria,533.3
2026,"Comunidad De Accion Educativa Vinculos
Rama",40308-363,Lenguaje,499.0
2026,"Comunidad De Accion Educativa Vinculos
Rama",40308-363,M1,401.5
2026,"Comunidad De Accion Educativa Vinculos
Rama",40308-363,M2,417.5
2026,"Comunidad De Accion Educativa Vinculos
Rama",40308-363,Historia,478.0
2026,"Comunidad De Accion Educativa Vinculos
Rama",40308-363,Ciencias,374.8
2026,"Comunidad De Accion Educativa Vinculos
Rama",40308-363,Obligatoria,430.1
2026,"Colegio Pulmahue
Rama",40316-310,Lenguaje,557.2
2026,"Colegio Pulmahue
Rama",40316-310,M1,576.4
2026,"Colegio Pulmahue
Rama",40316-310,M2,413.1
2026,"Colegio Pulmahue
Rama",40316-310,Historia,460.2
2026,"Colegio Pulmahue
Rama",40316-310,Ciencias,426.4
2026,"Colegio Pulmahue
Rama",40316-310,Obligatoria,566.8
2026,"Escuela Hospitalaria Alianza
Rama",40390-310,Lenguaje,569.3
2026,"Escuela Hospitalaria Alianza
Rama",40390-310,M1,579.3
2026,"Escuela Hospitalaria Alianza
Rama",40390-310,M2,0.0
2026,"Escuela Hospitalaria Alianza
Rama",40390-310,Historia,463.0
2026,"Escuela Hospitalaria Alianza
Rama",40390-310,Ciencias,402.0
2026,"Escuela Hospitalaria Alianza
Rama",40390-310,Obligatoria,574.3
2026,"Colegio Madre Isabel Larrañaga
Rama",40406-363,Lenguaje,538.9
2026,"Colegio Madre Isabel Larrañaga
Rama",40406-363,M1,539.8
2026,"Colegio Madre Isabel Larrañaga
Rama",40406-363,M2,385.3
2026,"Colegio Madre Isabel Larrañaga
Rama",40406-363,Historia,494.2
2026,"Colegio Madre Isabel Larrañaga
Rama",40406-363,Ciencias,392.7
2026,"Colegio Madre Isabel Larrañaga
Rama",40406-363,Obligatoria,542.1
2026,"Centro De Educacion Integrada De Adultos Aek
Rama",40447-363,Lenguaje,440.0
2026,"Centro De Educacion Integrada De Adultos Aek
Rama",40447-363,M1,508.0
2026,"Centro De Educacion Integrada De Adultos Aek
Rama",40447-363,M2,0.0
2026,"Centro De Educacion Integrada De Adultos Aek
Rama",40447-363,Historia,270.0
2026,"Centro De Educacion Integrada De Adultos Aek
Rama",40447-363,Ciencias,363.0
2026,"Centro De Educacion Integrada De Adultos Aek
Rama",40447-363,Obligatoria,474.0
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-510,Lenguaje,561.0
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-510,M1,652.5
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-510,M2,366.0
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-510,Historia,476.0
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-510,Ciencias,404.0
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-510,Obligatoria,606.8
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-610,Lenguaje,443.0
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-610,M1,493.3
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-610,M2,311.3
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-610,Historia,404.3
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-610,Ciencias,402.5
2026,"Liceo Tecnico Profesional Pablo Neruda
Rama",40457-610,Obligatoria,468.1
2026,"Centro Educacional Integrado De Adultos Latinoameri
Rama",41533-363,Lenguaje,500.0
2026,"Centro Educacional Integrado De Adultos Latinoameri
Rama",41533-363,M1,474.0
2026,"Centro Educacional Integrado De Adultos Latinoameri
Rama",41533-363,M2,0.0
2026,"Centro Educacional Integrado De Adultos Latinoameri
Rama",41533-363,Historia,348.0
2026,"Centro Educacional Integrado De Adultos Latinoameri
Rama",41533-363,Ciencias,0.0
2026,"Centro Educacional Integrado De Adultos Latinoameri
Rama",41533-363,Obligatoria,487.0
2026,"Colegio Comunitario Enlace
Rama",41712-363,Lenguaje,373.0
2026,"Colegio Comunitario Enlace
Rama",41712-363,M1,462.0
2026,"Colegio Comunitario Enlace
Rama",41712-363,M2,0.0
2026,"Colegio Comunitario Enlace
Rama",41712-363,Historia,406.0
2026,"Colegio Comunitario Enlace
Rama",41712-363,Ciencias,0.0
2026,"Colegio Comunitario Enlace
Rama",41712-363,Obligatoria,417.5
2026,"Escuela Hospitalaria Chiloe
Rama",41888-310,Lenguaje,699.0
2026,"Escuela Hospitalaria Chiloe
Rama",41888-310,M1,793.0
2026,"Escuela Hospitalaria Chiloe
Rama",41888-310,M2,0.0
2026,"Escuela Hospitalaria Chiloe
Rama",41888-310,Historia,0.0
2026,"Escuela Hospitalaria Chiloe
Rama",41888-310,Ciencias,504.0
2026,"Escuela Hospitalaria Chiloe
Rama",41888-310,Obligatoria,746.0
2026,"Instituto Comercial De Valdivia
Rama",6751-410,Lenguaje,557.5
2026,"Instituto Comercial De Valdivia
Rama",6751-410,M1,573.5
2026,"Instituto Comercial De Valdivia
Rama",6751-410,M2,393.6
2026,"Instituto Comercial De Valdivia
Rama",6751-410,Historia,466.8
2026,"Instituto Comercial De Valdivia
Rama",6751-410,Ciencias,405.2
2026,"Instituto Comercial De Valdivia
Rama",6751-410,Obligatoria,566.6
2026,"Instituto Comercial De Valdivia
Rama",6751-510,Lenguaje,581.2
2026,"Instituto Comercial De Valdivia
Rama",6751-510,M1,606.2
2026,"Instituto Comercial De Valdivia
Rama",6751-510,M2,413.6
2026,"Instituto Comercial De Valdivia
Rama",6751-510,Historia,459.4
2026,"Instituto Comercial De Valdivia
Rama",6751-510,Ciencias,413.9
2026,"Instituto Comercial De Valdivia
Rama",6751-510,Obligatoria,592.7
2026,"Liceo Tecnico Valdivia
Rama",6752-610,Lenguaje,524.3
2026,"Liceo Tecnico Valdivia
Rama",6752-610,M1,518.1
2026,"Liceo Tecnico Valdivia
Rama",6752-610,M2,389.7
2026,"Liceo Tecnico Valdivia
Rama",6752-610,Historia,419.3
2026,"Liceo Tecnico Valdivia
Rama",6752-610,Ciencias,403.4
2026,"Liceo Tecnico Valdivia
Rama",6752-610,Obligatoria,522.8
2026,"Liceo Santa Maria La Blanca
Rama",6753-310,Lenguaje,582.9
2026,"Liceo Santa Maria La Blanca
Rama",6753-310,M1,588.3
2026,"Liceo Santa Maria La Blanca
Rama",6753-310,M2,396.8
2026,"Liceo Santa Maria La Blanca
Rama",6753-310,Historia,463.7
2026,"Liceo Santa Maria La Blanca
Rama",6753-310,Ciencias,431.5
2026,"Liceo Santa Maria La Blanca
Rama",6753-310,Obligatoria,587.3
2026,"Liceo Armando Robles Rivera
Rama",6754-310,Lenguaje,589.0
2026,"Liceo Armando Robles Rivera
Rama",6754-310,M1,590.9
2026,"Liceo Armando Robles Rivera
Rama",6754-310,M2,416.0
2026,"Liceo Armando Robles Rivera
Rama",6754-310,Historia,499.5
2026,"Liceo Armando Robles Rivera
Rama",6754-310,Ciencias,440.3
2026,"Liceo Armando Robles Rivera
Rama",6754-310,Obligatoria,591.7
2026,"Liceo Industrial Valdivia
Rama",6755-510,Lenguaje,512.1
2026,"Liceo Industrial Valdivia
Rama",6755-510,M1,580.2
2026,"Liceo Industrial Valdivia
Rama",6755-510,M2,389.0
2026,"Liceo Industrial Valdivia
Rama",6755-510,Historia,428.0
2026,"Liceo Industrial Valdivia
Rama",6755-510,Ciencias,385.0
2026,"Liceo Industrial Valdivia
Rama",6755-510,Obligatoria,548.3
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-510,Lenguaje,594.0
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-510,M1,591.5
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-510,M2,409.0
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-510,Historia,482.5
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-510,Ciencias,385.0
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-510,Obligatoria,592.8
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-710,Lenguaje,497.5
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-710,M1,523.5
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-710,M2,366.0
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-710,Historia,387.0
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-710,Ciencias,394.0
2026,"Instituto De Recursos Renovables Y Tecnología Los R
Rama",6757-710,Obligatoria,510.5
2026,"Colegio Teniente Hernan Merino Correa
Rama",6766-310,Lenguaje,561.6
2026,"Colegio Teniente Hernan Merino Correa
Rama",6766-310,M1,550.1
2026,"Colegio Teniente Hernan Merino Correa
Rama",6766-310,M2,372.1
2026,"Colegio Teniente Hernan Merino Correa
Rama",6766-310,Historia,463.4
2026,"Colegio Teniente Hernan Merino Correa
Rama",6766-310,Ciencias,405.1
2026,"Colegio Teniente Hernan Merino Correa
Rama",6766-310,Obligatoria,555.8
2026,"Colegio Bicentenario De Musica Juan Sebastian Bach
Rama",6770-310,Lenguaje,662.6
2026,"Colegio Bicentenario De Musica Juan Sebastian Bach
Rama",6770-310,M1,668.3
2026,"Colegio Bicentenario De Musica Juan Sebastian Bach
Rama",6770-310,M2,443.4
2026,"Colegio Bicentenario De Musica Juan Sebastian Bach
Rama",6770-310,Historia,528.2
2026,"Colegio Bicentenario De Musica Juan Sebastian Bach
Rama",6770-310,Ciencias,482.4
2026,"Colegio Bicentenario De Musica Juan Sebastian Bach
Rama",6770-310,Obligatoria,666.7
2026,C,6772-363,Lenguaje,463.6
2026,C,6772-363,M1,508.3
2026,C,6772-363,M2,402.5
2026,C,6772-363,Historia,412.4
2026,C,6772-363,Ciencias,372.6
2026,C,6772-363,Obligatoria,486.0
2026,Centro Educ,6787-363,Lenguaje,502.6
2026,Centro Educ,6787-363,M1,521.4
2026,Centro Educ,6787-363,M2,487.5
2026,Centro Educ,6787-363,Historia,416.6
2026,Centro Educ,6787-363,Ciencias,382.2
2026,Centro Educ,6787-363,Obligatoria,512.0
2026,"Escuela De Niebla Juan Bosch
Rama",6791-363,Lenguaje,455.0
2026,"Escuela De Niebla Juan Bosch
Rama",6791-363,M1,609.0
2026,"Escuela De Niebla Juan Bosch
Rama",6791-363,M2,382.0
2026,"Escuela De Niebla Juan Bosch
Rama",6791-363,Historia,0.0
2026,"Escuela De Niebla Juan Bosch
Rama",6791-363,Ciencias,409.0
2026,"Escuela De Niebla Juan Bosch
Rama",6791-363,Obligatoria,532.0
2026,"Colegio Santa Marta De Valdivia
Rama",6826-310,Lenguaje,614.9
2026,"Colegio Santa Marta De Valdivia
Rama",6826-310,M1,616.1
